user_id,book_id,rating
3,135019,0
3,135063,0
3,142494,0
3,142751,0
3,145645,0
3,145647,0
3,148857,0
3,155654,0
3,157248,0
3,157270,0
3,157304,0
3,160254,0
3,161682,0
3,162487,0
3,163099,0
3,168642,0
3,174666,0
3,176077,0
3,179646,0
3,181161,0
3,184905,0
3,184955,0
3,191595,0
3,192379,0
3,193832,0
3,193838,0
3,194707,0
3,194940,0
3,195177,0
3,195183,0
3,196328,5
3,200484,0
3,200511,0
3,200512,5
3,200513,0
3,200514,0
3,200546,5
3,200583,0
3,201131,0
3,202036,0
3,202489,4
3,203674,5
3,205239,0
3,208171,0
3,209925,0
3,213084,0
3,217295,5
4,3857,0
4,16854,0
4,18837,0
4,21769,0
4,32969,0
4,57610,0
4,60502,5
4,63172,5
4,63199,0
4,63293,0
4,72814,3
4,86397,0
4,87163,0
4,87337,0
4,98956,0
4,100528,5
4,115411,0
4,116060,0
4,121282,0
4,133160,0
4,133180,0
4,143073,3
4,144024,0
4,147684,0
4,149520,0
4,155096,0
4,155486,0
4,173978,0
4,183152,3
4,187412,0
4,188304,0
4,205675,0
4,214313,3
5,229134,0
5,229914,0
5,229973,0
5,230220,5
5,230344,4
5,230346,0
5,230347,0
5,230350,0
5,230351,0
5,230942,0
5,231390,0
5,231391,0
5,231493,0
5,231494,4
5,231589,3
5,231593,5
5,231610,3
5,231663,3
5,231690,0
5,231700,0
5,231702,4
5,231708,0
5,231710,5
5,231743,0
5,231779,5
5,231939,3
5,231941,0
5,232169,3
5,232170,0
6,1549,5
6,5516,0
6,6143,0
6,6197,0
6,6329,4
6,6605,4
6,7444,5
6,21004,0
6,28386,0
6,59814,0
6,64719,3
6,70193,0
6,70650,2
6,91502,0
6,92630,0
6,93426,5
6,96650,5
6,96776,0
6,100757,0
6,133874,5
6,143847,0
6,164343,3
6,165993,0
6,179627,0
6,199187,0
6,213735,4
7,6080,0
7,6284,0
7,16112,0
7,27888,0
7,32703,0
7,40254,4
7,50609,0
7,58558,0
7,62992,4
7,63295,0
7,63791,4
7,70650,0
7,74628,0
7,78823,0
7,88850,0
7,96539,5
7,98937,0
7,99150,0
7,104124,0
7,107367,0
7,129000,3
7,151990,0
7,156078,0
7,190799,4
7,192337,0
7,193285,0
8,7374,0
8,15054,5
8,26327,0
8,32543,0
8,38201,4
8,43030,4
8,48955,0
8,60439,0
8,63629,4
8,63921,5
8,69354,5
8,75662,0
8,75748,5
8,79243,5
8,80279,5
8,93369,0
8,99063,4
8,108535,0
8,128719,0
8,134295,5
8,138241,0
8,149262,0
8,157955,5
8,160560,5
8,178501,0
8,183696,5
8,198063,5
8,205204,0
8,211160,0
9,1175,5
9,4648,0
9,5270,4
9,5379,0
9,6639,0
9,6740,0
9,9109,0
9,9141,0
9,9986,0
9,15372,4
9,16211,0
9,18837,5
9,19899,0
9,24603,0
9,25150,0
9,25208,0
9,25259,0
9,25284,0
9,25515,0
9,25735,0
9,29882,5
9,32893,5
9,32942,0
9,32970,0
9,34049,0
9,36300,0
9,38191,0
9,38660,4
9,38922,0
9,39411,0
9,39579,0
9,39580,0
9,40408,0
9,40645,4
9,56648,5
9,57766,0
9,58236,0
9,67634,0
9,73066,4
9,74169,4
9,74915,0
9,75642,0
9,75679,0
9,75825,0
9,75950,0
9,76354,0
9,76716,0
9,79126,0
9,79509,0
9,79947,0
9,83267,0
9,83582,0
9,86249,0
9,87397,0
9,87509,0
9,90801,5
9,91913,0
9,104813,0
9,106730,0
9,108262,0
9,108368,4
9,108462,4
9,108536,0
9,109999,0
9,110132,4
9,110402,0
9,110484,4
9,110722,4
9,110802,4
9,110807,0
9,110808,4
9,110909,0
9,111033,4
9,111134,0
9,111158,0
9,111204,4
9,111205,4
9,112816,4
9,114490,0
9,115201,0
9,115722,0
9,116625,0
9,116883,0
9,120929,0
9,122281,0
9,123087,0
9,128944,0
9,132455,0
9,132893,5
9,133340,0
9,134295,0
9,136345,0
9,136592,0
9,137101,5
9,137102,5
9,137103,5
9,137113,5
9,142238,0
9,142878,5
9,143556,0
9,143621,4
9,143865,0
9,144075,0
9,147075,0
9,149623,4
9,152859,0
9,157603,0
9,160126,0
9,162137,0
9,162575,0
9,162630,0
9,162769,0
9,162916,5
9,162919,0
9,165513,0
9,165678,0
9,168532,0
9,168534,0
9,168721,4
9,175146,0
9,177078,0
9,179722,0
9,185637,3
9,187301,0
9,189498,4
9,193779,0
9,197058,4
9,197083,4
9,217258,0
10,3323,5
10,3909,5
10,3935,0
10,14256,5
10,14489,5
10,19193,5
10,19201,5
10,33980,5
10,34051,5
10,34064,5
10,34065,5
10,34198,5
10,34221,5
10,34241,5
10,34242,5
10,34274,5
10,34502,5
10,37995,5
10,39944,4
10,40518,0
10,54208,0
10,54817,5
10,61108,4
10,63223,5
10,63380,5
10,64017,5
10,64091,5
10,64099,5
10,64611,0
10,66517,4
10,70625,0
10,70632,0
10,70650,0
10,70717,5
10,74746,5
10,84079,0
10,84141,5
10,84188,5
10,84189,5
10,84263,5
10,84365,5
10,91216,0
10,102529,4
10,102554,5
10,102563,0
10,104177,0
10,117628,4
10,117647,4
10,118880,0
10,120072,4
10,121502,5
10,129937,5
10,130084,5
10,130479,5
10,130618,0
10,130933,5
10,131192,5
10,131299,5
10,131666,4
10,134840,0
10,134852,0
10,134912,0
10,134943,0
10,135062,5
10,136735,5
10,142237,0
10,142586,5
10,142982,5
10,157581,0
10,171532,4
10,198132,5
10,198141,4
10,204307,5
11,839,4
11,9043,4
11,15674,0
11,16182,4
11,16716,5
11,16734,5
11,18186,4
11,22169,4
11,40807,0
11,71795,4
11,112135,3
11,112167,4
11,129084,4
11,142408,4
11,143869,4
11,145145,4
11,145194,0
11,146235,4
11,149579,0
11,182996,4
11,190885,0
11,194084,4
11,210566,5
11,210584,4
11,210604,0
11,210633,0
11,211375,1
11,211979,4
11,211980,5
11,212705,4
11,212898,0
11,217849,4
11,218057,4
11,218343,0
11,218346,0
11,218550,4
11,219621,4
11,219628,4
11,219639,4
11,219713,4
11,219859,4
11,219888,4
11,219922,5
11,219934,4
11,219999,5
11,220088,4
11,220147,4
11,220216,4
11,220220,4
11,220225,4
11,220336,0
11,220470,0
11,221769,3
11,221911,3
11,221935,4
11,222116,4
12,2693,3
12,6650,4
12,25764,3
12,29473,4
12,31290,0
12,34221,0
12,38699,4
12,39291,0
12,39390,4
12,54455,4
12,54489,4
12,59648,4
12,65218,0
12,69462,0
12,72088,5
12,73493,3
12,77064,0
12,78549,4
12,78912,4
12,82622,4
12,90696,0
12,92719,0
12,92975,4
12,110631,3
12,110632,3
12,110633,3
12,110971,4
12,110972,0
12,132235,2
12,153550,4
12,153606,4
12,167648,0
12,182646,0
12,191533,2
12,195952,0
12,196000,0
12,200385,4
12,200388,0
12,200401,3
12,200591,3
12,215351,2
12,215663,4
13,1187,0
13,2857,0
13,8608,0
13,10752,0
13,12224,4
13,13680,5
13,19094,0
13,19095,0
13,22120,5
13,30197,0
13,32405,0
13,39058,0
13,42123,5
13,42189,0
13,42190,5
13,42192,0
13,44982,0
13,45361,0
13,45388,0
13,45393,0
13,45397,0
13,45401,0
13,45423,0
13,46136,0
13,46651,0
13,46656,5
13,46658,2
13,48069,0
13,49162,0
13,51089,0
13,52467,0
13,58217,0
13,58626,0
13,60530,0
13,61158,4
13,64511,5
13,70445,0
13,70913,0
13,73185,0
13,73426,0
13,73606,0
13,73778,0
13,74095,0
13,78640,0
13,81626,4
13,83403,0
13,89067,5
13,93507,5
13,93624,5
13,98631,0
13,105979,0
13,106621,0
13,106687,4
13,110001,0
13,111081,0
13,114808,0
13,116301,3
13,118036,0
13,137724,0
13,142108,0
13,149176,0
13,162178,0
13,168344,0
13,170779,0
13,184027,0
13,195261,0
14,4371,5
14,6436,4
14,7159,0
14,10031,0
14,13417,0
14,13747,5
14,13845,5
14,14909,5
14,15457,4
14,15675,2
14,20178,0
14,20404,5
14,28386,0
14,30137,0
14,34227,4
14,39647,0
14,54831,0
14,55378,4
14,55809,4
14,57032,5
14,65494,0
14,67495,0
14,68327,0
14,69546,5
14,78369,4
14,94747,4
14,106952,0
14,107156,4
14,107404,0
14,107422,0
14,120304,4
14,127734,0
14,131320,5
14,133444,0
14,134345,4
14,158049,0
14,159734,0
14,161052,4
14,170469,0
14,176717,0
14,178470,5
14,186595,5
14,201991,4
14,208720,0
14,212778,0
14,233504,0
15,1143,5
15,1185,0
15,3461,0
15,4739,0
15,6143,0
15,7122,0
15,9959,0
15,10051,5
15,10089,3
15,11139,0
15,13234,0
15,14709,0
15,14731,0
15,17417,5
15,17630,0
15,19192,0
15,19547,0
15,28133,0
15,28386,0
15,29194,0
15,30170,0
15,31691,0
15,35568,5
15,37856,4
15,39613,0
15,46869,3
15,50619,4
15,50635,0
15,55558,0
15,55888,0
15,56002,0
15,57084,5
15,57344,0
15,59665,0
15,62638,0
15,63798,0
15,63824,0
15,64091,5
15,66351,5
15,67265,5
15,69664,5
15,72585,0
15,74587,5
15,75185,5
15,78356,0
15,78390,3
15,78639,0
15,78776,0
15,78899,0
15,79071,5
15,79428,0
15,80292,0
15,82999,5
15,84682,0
15,84768,0
15,84951,0
15,85041,0
15,87535,0
15,88119,5
15,88576,5
15,89504,0
15,94195,5
15,95116,0
15,98168,5
15,98934,0
15,99022,0
15,99152,3
15,99179,3
15,100093,0
15,100343,4
15,100550,0
15,105088,5
15,105093,0
15,105106,0
15,105221,0
15,106325,5
15,106412,5
15,106421,0
15,106642,0
15,106721,0
15,106749,5
15,107355,3
15,107661,0
15,107776,5
15,108150,5
15,109979,0
15,110352,0
15,110353,0
15,110474,0
15,110568,5
15,111442,0
15,115256,0
15,118443,5
15,119319,0
15,119805,0
15,120571,2
15,122020,0
15,124735,5
15,124796,0
15,125817,0
15,126292,0
15,129683,0
15,130252,5
15,130759,0
15,131947,5
15,133112,0
15,133145,0
15,133905,0
15,135063,0
15,135103,0
15,143837,3
15,151568,0
15,153261,0
15,157504,0
15,157952,0
15,174064,0
15,176548,0
15,183844,0
15,185794,0
15,190404,0
15,191951,0
15,204611,0
15,217074,0
15,230108,5
16,471,0
16,645,5
16,5995,0
16,12144,5
16,15105,0
16,16293,0
16,17193,4
16,17636,4
16,21485,0
16,40807,0
16,40818,0
16,56139,0
16,60545,0
16,91201,0
16,96472,0
16,103210,4
16,103211,4
16,103212,0
16,103214,5
16,112074,0
16,112114,0
16,131655,0
16,150902,0
16,151000,5
16,174196,5
16,193285,0
16,206500,5
16,211509,5
17,2075,4
17,2440,4
17,14146,0
17,17048,0
17,23141,4
17,27810,4
17,33222,0
17,34471,0
17,36674,3
17,36768,0
17,36918,0
17,37005,0
17,37173,3
17,37306,0
17,37771,4
17,37845,0
17,38653,0
17,56011,0
17,58707,0
17,62623,4
17,65641,4
17,72110,4
17,72113,0
17,72436,0
17,76501,4
17,77386,0
17,78202,0
17,78796,3
17,81152,2
17,82420,0
17,87899,0
17,89571,0
17,90332,3
17,103590,0
17,103605,0
17,104483,0
17,105366,0
17,105874,3
17,106412,0
17,107183,0
17,108448,5
17,111391,5
17,115594,0
17,122515,4
17,124312,4
17,124680,4
17,125317,0
17,125704,0
17,128454,0
17,131534,3
17,149305,4
17,149306,0
17,170633,0
17,179882,0
17,184439,4
17,190021,3
17,205204,0
17,216483,4
18,523,5
18,738,3
18,740,0
18,5296,4
18,6436,3
18,18026,5
18,18126,5
18,18798,5
18,18975,5
18,34730,0
18,34749,0
18,34871,4
18,38483,0
18,57024,4
18,65687,5
18,71131,0
18,71789,0
18,75386,4
18,103421,5
18,103447,5
18,103470,4
18,103471,4
18,112372,4
18,112377,4
18,112498,4
18,113068,0
18,116363,0
18,116554,0
18,118032,5
18,131261,0
18,132768,4
18,134295,5
18,137939,0
18,139375,0
18,142480,4
18,144433,0
18,144657,5
18,145594,4
18,145597,3
18,145770,0
18,146381,3
18,146804,0
18,158618,5
18,161699,5
18,174341,0
18,174689,3
18,174790,0
18,191654,0
18,193285,0
18,211977,0
19,6605,0
19,6639,4
19,7309,4
19,9061,4
19,9218,4
19,11139,4
19,15724,0
19,20280,0
19,20776,4
19,28709,4
19,32828,3
19,34275,0
19,37401,0
19,38703,4
19,39822,0
19,55645,0
19,55715,4
19,58271,0
19,62883,0
19,63574,5
19,63780,0
19,63795,0
19,67469,4
19,78314,4
19,78796,0
19,84717,3
19,85215,4
19,85251,3
19,86429,0
19,87037,4
19,88850,0
19,90906,4
19,91006,0
19,91468,0
19,93412,4
19,93614,0
19,105395,0
19,110316,0
19,120346,3
19,121292,0
19,127815,4
19,131910,4
19,132071,4
19,134060,0
19,143220,4
19,168025,0
20,660,0
20,12144,5
20,15919,0
20,18742,5
20,25726,0
20,35184,0
20,56061,4
20,64091,5
20,67599,0
20,78812,0
20,91267,0
20,93728,0
20,124348,0
20,130042,0
20,140685,0
20,146383,4
20,153620,4
20,162046,0
20,162597,0
20,171893,0
20,177197,0
20,193167,0
20,198241,0
20,200983,0
20,203756,0
20,207330,0
20,217838,5
20,218115,4
20,218117,0
20,218129,4
20,218158,0
20,218170,0
20,218189,4
20,218341,4
20,218682,4
20,218705,4
20,218727,3
20,218812,4
20,218851,5
20,218903,5
20,219199,5
20,219230,5
20,219237,5
20,219238,4
20,219245,0
20,219625,3
20,219679,4
20,219684,4
20,219731,4
20,220177,3
20,220180,4
20,220222,0
20,220275,5
20,220396,5
20,220402,5
20,220465,4
20,220484,4
20,220623,1
20,220731,5
20,220753,4
20,220773,0
20,220993,4
20,221008,5
20,221061,3
20,221152,4
20,221272,4
20,221333,5
20,221334,5
20,221335,5
20,221336,5
20,221388,4
20,221919,5
20,221920,5
21,905,0
21,2630,4
21,4769,0
21,4876,4
21,5719,5
21,6524,4
21,6562,0
21,7866,4
21,7909,3
21,8378,3
21,9176,3
21,10156,0
21,11893,0
21,11937,0
21,12144,4
21,14218,0
21,14635,0
21,15006,0
21,15152,5
21,15694,5
21,18391,0
21,18826,4
21,18920,3
21,19221,3
21,19267,4
21,19335,0
21,20170,4
21,20274,4
21,22889,4
21,24621,0
21,27975,4
21,30147,4
21,30178,0
21,33637,4
21,33741,4
21,34816,3
21,35136,3
21,35151,3
21,35207,3
21,35271,3
21,35485,5
21,35896,0
21,40196,4
21,40472,4
21,55501,0
21,56034,4
21,57353,3
21,58374,0
21,62733,4
21,63041,3
21,63198,0
21,64166,4
21,68865,0
21,70414,4
21,73859,0
21,78689,0
21,79071,0
21,79158,0
21,84238,4
21,84871,0
21,85457,0
21,87276,0
21,87374,0
21,93653,4
21,93686,4
21,94747,0
21,102958,4
21,108376,3
21,116572,0
21,117071,4
21,117193,4
21,117473,4
21,118495,4
21,124698,0
21,124839,4
21,127550,4
21,129658,4
21,131141,0
21,132061,0
21,132130,0
21,133822,0
21,134450,0
21,134545,0
21,136707,0
21,139125,0
21,139135,4
21,142470,0
21,142558,4
21,142618,4
21,143244,4
21,143402,4
21,143615,0
21,144623,4
21,144937,3
21,146257,0
21,146418,0
21,146484,0
21,146512,3
21,149408,4
21,149455,0
21,149457,0
21,149653,0
21,153349,0
21,153529,0
21,157248,3
21,163092,3
21,180221,4
21,181049,0
21,190930,0
21,190931,0
21,191048,0
21,192404,0
21,193736,4
21,193769,0
21,202896,0
21,205328,0
21,208652,3
21,208664,4
21,209394,0
21,209885,4
21,210601,4
21,211437,0
21,211579,0
21,211686,0
21,212978,4
21,213185,0
21,213454,0
21,213682,0
21,213713,4
21,220179,0
21,225852,0
21,233569,0
22,3040,0
22,6143,5
22,6264,0
22,7332,3
22,14034,0
22,19560,0
22,28102,0
22,29714,0
22,32149,0
22,32757,0
22,37967,0
22,38702,0
22,38893,3
22,38948,0
22,39132,3
22,39380,0
22,39547,5
22,54643,4
22,54799,0
22,55508,4
22,58055,0
22,58378,5
22,61600,0
22,61971,0
22,62817,5
22,63767,0
22,63786,3
22,64123,0
22,67251,4
22,69473,0
22,70025,3
22,71988,0
22,73327,0
22,73918,0
22,74213,0
22,74375,0
22,74609,0
22,74695,0
22,75032,0
22,77355,0
22,77447,0
22,78202,0
22,79197,0
22,81508,0
22,81509,0
22,85005,5
22,85215,4
22,85703,0
22,90547,0
22,90702,0
22,90766,4
22,91181,0
22,91402,0
22,91807,2
22,92069,0
22,93716,0
22,96920,5
22,98919,0
22,99756,5
22,100482,5
22,106743,0
22,107027,0
22,110335,0
22,111196,0
22,111724,4
22,118309,5
22,118626,0
22,120696,4
22,120933,0
22,120939,2
22,121140,0
22,121483,0
22,123556,0
22,128867,0
22,130411,0
22,131753,4
22,131967,0
22,133266,0
22,133300,0
22,134295,4
22,134453,3
22,134664,5
22,134820,5
22,136252,0
22,136711,0
22,142398,0
22,143541,0
22,143737,0
22,151959,0
22,155090,0
22,156417,3
22,157270,5
22,163534,0
22,163958,2
22,173245,3
22,174122,3
22,177860,3
22,178465,3
22,181239,0
22,182192,0
22,182303,4
22,186147,0
22,186933,0
22,186938,5
22,188393,4
22,189060,4
22,189336,0
22,193285,3
22,197331,3
22,198044,5
22,198222,0
22,199106,0
22,203256,3
22,205111,2
22,205925,0
22,215685,0
22,216401,2
22,217603,3
23,1867,0
23,3162,0
23,3820,5
23,4874,0
23,5959,0
23,6504,0
23,7149,0
23,7254,5
23,7335,0
23,12516,4
23,16220,0
23,20714,0
23,29279,0
23,29907,5
23,30880,3
23,31042,1
23,33360,5
23,39016,5
23,39062,4
23,39100,0
23,39628,4
23,55749,0
23,56045,5
23,58633,0
23,59158,0
23,63623,5
23,63767,5
23,63946,5
23,65084,5
23,65299,0
23,79050,0
23,82381,0
23,82420,1
23,83921,0
23,84198,0
23,89049,3
23,90112,4
23,106959,0
23,108720,0
23,109034,5
23,116177,5
23,117865,0
23,118316,4
23,118455,0
23,130252,0
23,131138,3
23,131602,0
23,132102,4
23,142592,0
23,148920,0
23,157998,0
23,158345,0
23,162211,5
23,179332,0
23,192279,0
23,210050,0
24,5119,4
24,8044,5
24,8839,0
24,8850,5
24,9133,4
24,9139,0
24,32286,3
24,32405,0
24,32828,3
24,33128,3
24,36753,0
24,37306,0
24,40419,5
24,40421,0
24,42116,0
24,43242,2
24,45251,4
24,45258,3
24,45272,4
24,46020,5
24,46098,3
24,46377,0
24,46508,5
24,46647,2
24,46869,5
24,47043,0
24,47258,4
24,47445,0
24,47461,4
24,47463,5
24,47592,5
24,47767,3
24,48023,0
24,48637,0
24,48692,4
24,48747,4
24,49305,4
24,49430,4
24,49627,0
24,50132,3
24,50133,3
24,50136,0
24,50138,0
24,50143,4
24,50144,0
24,50730,0
24,50795,0
24,50813,0
24,51460,0
24,51562,5
24,51666,3
24,51874,4
24,51906,3
24,51941,5
24,51949,0
24,51957,0
24,51967,0
24,52043,4
24,52056,0
24,52062,0
24,52070,4
24,52078,3
24,52079,3
24,52083,5
24,52084,0
24,52118,0
24,52154,0
24,52204,0
24,52843,4
24,53456,5
24,53659,4
24,53843,2
24,53851,3
24,57084,0
24,58755,0
24,59055,4
24,59285,5
24,59334,4
24,59627,0
24,60251,0
24,60631,0
24,72263,0
24,74628,4
24,77507,5
24,78272,0
24,78857,4
24,82088,0
24,83034,1
24,83189,4
24,83267,0
24,83385,0
24,83403,3
24,84235,4
24,84255,0
24,84309,0
24,84562,4
24,87442,1
24,91608,5
24,91632,3
24,91758,5
24,97447,3
24,97547,0
24,97556,5
24,97558,5
24,98263,0
24,98391,0
24,98620,4
24,98999,0
24,99024,4
24,99105,5
24,99528,4
24,104122,4
24,107109,3
24,107992,4
24,108557,4
24,110055,4
24,110608,0
24,110623,4
24,110800,0
24,111269,5
24,113848,5
24,120418,5
24,121395,0
24,121403,0
24,123153,4
24,124537,0
24,126948,0
24,127511,0
24,127951,3
24,137985,5
24,142586,0
24,142786,0
24,143141,4
24,143406,5
24,143974,5
24,150123,0
24,150472,0
24,154583,0
24,156369,0
24,167252,5
24,167549,0
24,168467,5
24,168488,0
24,169801,3
24,172848,4
24,172886,0
24,173874,0
24,181905,0
24,193285,1
24,194879,4
24,194895,4
24,194911,0
24,195009,4
24,195032,0
24,195048,5
24,195319,3
25,7763,0
25,7929,3
25,11273,5
25,12020,0
25,20404,5
25,21485,0
25,23989,0
25,29094,0
25,30432,5
25,38068,5
25,38170,0
25,38193,5
25,38306,0
25,38892,4
25,39380,0
25,39510,0
25,39637,4
25,39757,0
25,39758,0
25,40328,5
25,55801,5
25,61265,5
25,66874,5
25,78202,0
25,81396,0
25,81403,0
25,81508,0
25,81597,0
25,81630,0
25,81631,0
25,87815,0
25,90332,3
25,90561,0
25,96602,0
25,102117,3
25,108758,0
25,111012,0
25,111015,0
25,121087,0
25,121089,0
25,123042,0
25,126474,5
25,127384,0
25,133799,5
25,140170,5
25,147748,5
25,149270,5
25,149271,5
25,150543,3
25,153349,5
25,157801,5
25,162386,5
25,162429,4
25,162430,0
25,163294,0
25,163314,4
25,176501,4
25,182756,5
25,214603,4
25,217145,5
25,228896,5
26,1396,0
26,4648,0
26,5942,0
26,6428,4
26,6433,0
26,6554,5
26,6946,0
26,7419,0
26,7420,0
26,11516,0
26,12269,5
26,12343,2
26,12414,4
26,12439,5
26,14457,5
26,14559,0
26,14583,0
26,14603,0
26,15776,5
26,16055,0
26,16117,0
26,16147,5
26,18094,0
26,18154,0
26,18479,0
26,19382,5
26,20170,0
26,20940,0
26,21558,5
26,22663,0
26,22752,0
26,22756,0
26,23203,0
26,24319,5
26,24340,0
26,33808,5
26,34227,5
26,34242,0
26,34997,0
26,35983,5
26,36156,0
26,37811,5
26,37994,0
26,37995,0
26,37996,0
26,38500,0
26,39329,0
26,39502,5
26,40324,0
26,54877,0
26,55842,0
26,56261,5
26,57929,0
26,60352,5
26,61445,0
26,62688,0
26,63824,0
26,64203,0
26,64246,1
26,64378,0
26,65374,0
26,67116,0
26,67272,5
26,71655,5
26,71668,0
26,72931,0
26,74100,0
26,75439,5
26,75440,0
26,75655,0
26,75861,0
26,75881,0
26,78188,0
26,78722,3
26,83540,5
26,85223,0
26,91040,0
26,93596,0
26,94131,0
26,94232,5
26,94838,0
26,95155,0
26,95184,0
26,95213,5
26,96867,0
26,99546,4
26,101186,0
26,102694,0
26,102908,0
26,105263,0
26,112430,4
26,118385,0
26,118396,0
26,118908,5
26,121464,0
26,124325,0
26,124399,5
26,127773,0
26,130282,5
26,131108,0
26,131350,0
26,131838,0
26,131872,0
26,134889,1
26,134905,0
26,136345,2
26,136510,5
26,141034,0
26,142268,0
26,142707,0
26,143492,0
26,143771,0
26,143810,0
26,146574,0
26,147345,0
26,149407,0
26,149459,0
26,149598,0
26,149641,4
26,153177,3
26,153206,0
26,154165,0
26,157088,5
26,158487,0
26,159531,5
26,159827,0
26,160447,0
26,161165,0
26,163314,5
26,171070,4
26,174193,0
26,175332,0
26,175714,0
26,177282,0
