user_id,electronic_id,rating
26,35452,5.0
26,52468,5.0
26,64127,5.0
26,65033,5.0
26,75142,5.0
26,78128,5.0
26,78303,5.0
26,90148,5.0
26,110799,5.0
26,138085,1.0
27,56256,5.0
27,65135,5.0
27,67691,5.0
27,68402,5.0
27,68779,5.0
27,73332,5.0
27,79105,5.0
27,86895,5.0
27,90622,5.0
27,103914,5.0
27,104065,3.0
27,105574,5.0
27,108331,5.0
27,115611,5.0
27,135269,4.0
28,20876,5.0
28,31007,1.0
28,46912,5.0
28,61636,3.0
28,65366,5.0
28,86302,5.0
28,96829,4.0
28,99732,3.0
28,103971,5.0
28,126312,5.0
28,140864,5.0
29,11797,5.0
29,12394,5.0
29,16281,1.0
29,16426,5.0
29,18087,4.0
29,21201,5.0
29,21778,4.0
29,21895,5.0
29,24388,5.0
29,26139,4.0
29,26671,4.0
29,29814,3.0
29,32321,4.0
29,32405,4.0
29,32939,2.0
29,34428,4.0
29,35483,4.0
29,38442,3.0
29,40912,4.0
29,42770,2.0
29,44619,3.0
29,45210,4.0
29,46246,4.0
29,48075,4.0
29,52989,4.0
29,53956,5.0
29,54155,5.0
29,62577,4.0
29,88611,4.0
29,127006,5.0
29,128226,5.0
29,135304,4.0
30,43,5.0
30,1879,5.0
30,1941,5.0
30,1950,5.0
30,2019,5.0
30,2809,5.0
30,3474,5.0
30,6205,5.0
30,6303,5.0
30,7165,5.0
30,8328,5.0
30,8827,5.0
30,10120,3.0
30,10419,4.0
30,11009,5.0
30,11695,4.0
30,14959,5.0
30,16083,5.0
30,17737,5.0
30,17911,5.0
30,18908,3.0
30,19175,5.0
30,20628,5.0
30,22629,3.0
30,23227,5.0
30,23706,5.0
30,24936,5.0
30,25416,5.0
30,26992,5.0
30,28033,5.0
30,29083,1.0
30,31351,5.0
30,33998,5.0
30,36237,5.0
30,39938,5.0
30,41638,5.0
30,43864,5.0
30,54817,5.0
30,64348,5.0
30,66821,5.0
30,71398,4.0
30,75369,5.0
30,77882,1.0
30,79167,5.0
30,79203,5.0
30,80535,4.0
30,86302,5.0
30,86505,5.0
30,89787,5.0
30,95306,5.0
30,100752,5.0
30,103962,5.0
30,104749,5.0
30,108077,4.0
30,113111,5.0
30,113213,5.0
30,127237,5.0
30,129382,5.0
30,132070,5.0
30,132070,5.0
30,133860,5.0
30,134969,5.0
30,135304,5.0
30,135342,5.0
30,135586,5.0
31,48359,1.0
31,55550,5.0
31,56781,2.0
31,58616,5.0
31,67264,1.0
31,68036,5.0
31,75609,5.0
31,76126,2.0
31,77018,5.0
31,77167,2.0
31,82827,1.0
31,96526,1.0
31,96933,3.0
32,15428,5.0
32,19294,4.0
32,25441,4.0
32,27556,5.0
32,39430,1.0
32,41579,4.0
32,51033,1.0
32,53381,4.0
32,61354,4.0
32,64583,4.0
32,67073,5.0
32,67266,3.0
32,68009,4.0
32,68523,2.0
32,72381,5.0
32,72751,2.0
32,79891,5.0
32,81393,5.0
32,81977,4.0
32,84716,5.0
32,85555,4.0
32,87169,3.0
32,89223,3.0
32,91338,3.0
32,92570,4.0
32,94187,5.0
32,94361,5.0
32,94427,4.0
32,94815,5.0
32,96525,4.0
32,101917,5.0
32,102173,3.0
32,103743,5.0
32,106087,4.0
32,106552,4.0
32,106820,2.0
32,109490,1.0
32,110488,5.0
32,121126,5.0
32,121732,5.0
32,135471,1.0
32,136939,4.0
33,4937,2.0
33,12543,5.0
33,12553,4.0
33,16487,2.0
33,19235,4.0
33,24112,5.0
33,27024,3.0
33,28625,3.0
33,28969,3.0
33,29179,5.0
33,33965,5.0
33,40515,4.0
33,41684,5.0
33,42664,4.0
33,43159,3.0
33,46757,4.0
33,52372,4.0
33,54726,4.0
33,58548,4.0
33,62055,5.0
33,63338,3.0
33,65969,5.0
33,77404,3.0
33,80609,1.0
33,105298,5.0
33,106046,5.0
33,108022,3.0
33,109357,2.0
33,110147,2.0
33,128436,3.0
33,140100,1.0
34,2161,2.0
34,18271,3.0
34,18880,3.0
34,36222,5.0
34,41545,3.0
34,93710,3.0
34,93710,3.0
34,93710,3.0
34,133229,3.0
34,136097,3.0
34,137282,5.0
35,20575,5.0
35,31454,5.0
35,36226,5.0
35,37553,5.0
35,42714,3.0
35,44432,5.0
35,49104,5.0
35,50194,5.0
35,55083,5.0
35,64688,5.0
35,69672,4.0
35,72929,5.0
35,72933,5.0
35,74953,5.0
35,77943,5.0
35,78172,5.0
35,78547,5.0
35,89594,5.0
35,89717,5.0
35,93109,5.0
35,95583,5.0
35,104036,5.0
35,105884,5.0
35,111576,5.0
35,121370,5.0
35,123259,5.0
35,126381,5.0
35,129228,5.0
35,130898,5.0
35,139405,5.0
36,5060,5.0
36,14085,5.0
36,21312,4.0
36,28132,5.0
36,41615,5.0
36,43137,5.0
36,45233,5.0
36,74514,5.0
36,76989,5.0
36,82656,5.0
36,82712,5.0
36,104719,5.0
37,6323,1.0
37,6331,1.0
37,20749,5.0
37,20790,5.0
37,21513,5.0
37,22343,5.0
37,27104,5.0
37,34292,5.0
37,37046,5.0
37,38221,5.0
37,39573,5.0
37,41891,5.0
37,42156,5.0
37,43103,5.0
37,43123,5.0
37,43460,5.0
37,47030,5.0
37,48689,5.0
37,49365,5.0
37,50101,5.0
37,53120,5.0
37,53335,5.0
37,53995,5.0
37,55037,5.0
37,55312,5.0
37,56468,5.0
37,59758,5.0
37,59816,5.0
37,62642,5.0
37,63969,5.0
37,64683,5.0
37,65027,5.0
37,65673,4.0
37,68576,5.0
37,69411,5.0
37,69622,1.0
37,72850,5.0
37,74641,4.0
37,75766,5.0
37,76929,1.0
37,77811,1.0
37,79958,5.0
37,81148,1.0
37,86505,5.0
37,93131,5.0
37,99270,1.0
37,102773,1.0
37,107973,1.0
37,134634,5.0
37,135293,5.0
37,136493,5.0
37,138869,5.0
37,138957,5.0
38,217,5.0
38,726,5.0
38,9057,5.0
38,9444,5.0
38,11842,5.0
38,14854,5.0
38,15053,5.0
38,16351,4.0
38,17695,5.0
38,18272,5.0
38,22363,5.0
38,22983,5.0
38,26167,5.0
38,26900,3.0
38,27076,5.0
38,30794,2.0
38,33937,5.0
38,34134,5.0
38,35410,5.0
38,35444,5.0
38,35467,5.0
38,35586,5.0
38,36787,5.0
38,38751,5.0
38,40407,5.0
38,41245,5.0
38,42075,5.0
38,43443,5.0
38,43641,5.0
38,44971,5.0
38,46730,5.0
38,48053,5.0
38,49984,5.0
38,52967,5.0
38,61653,5.0
38,62880,5.0
38,62949,4.0
38,68834,5.0
38,70441,5.0
38,83479,5.0
38,92490,5.0
38,94244,5.0
38,100374,5.0
38,101311,5.0
38,115066,5.0
38,118673,3.0
38,119864,5.0
38,123098,5.0
38,124453,5.0
38,136330,5.0
38,137729,5.0
38,140302,5.0
39,73,5.0
39,322,5.0
39,35451,1.0
39,38850,5.0
39,41709,5.0
39,59316,5.0
39,60530,5.0
39,62007,5.0
39,63683,5.0
39,66938,4.0
39,69331,5.0
39,78262,5.0
39,85745,5.0
39,90468,5.0
39,91590,5.0
39,91849,4.0
39,92050,5.0
39,100124,5.0
39,103964,4.0
39,123284,5.0
39,137432,5.0
40,20790,3.0
40,42631,5.0
40,45210,5.0
40,47850,3.0
40,48833,5.0
40,49298,4.0
40,54583,5.0
40,62003,4.0
40,64533,5.0
40,67867,5.0
40,74957,3.0
40,76483,5.0
40,81242,5.0
40,92442,4.0
40,95952,1.0
40,96597,5.0
40,101740,5.0
40,123389,5.0
40,139427,4.0
40,140435,2.0
41,184,3.0
41,1969,5.0
41,6735,5.0
41,9591,5.0
41,11988,4.0
41,12088,5.0
41,17367,3.0
41,18503,5.0
41,18504,1.0
41,20613,5.0
41,32861,5.0
41,34370,4.0
41,34677,5.0
41,41270,4.0
41,41868,5.0
41,43883,5.0
41,44533,1.0
41,46122,4.0
41,49211,4.0
41,49597,5.0
41,59630,5.0
41,66563,5.0
41,67071,5.0
41,67688,5.0
41,69077,5.0
41,71146,5.0
41,78308,5.0
41,121133,5.0
41,129675,5.0
41,131469,5.0
41,131592,5.0
41,138245,4.0
42,30579,5.0
42,35407,3.0
42,51700,5.0
42,61060,5.0
42,64673,5.0
42,69997,5.0
42,76134,5.0
42,89250,5.0
42,92448,5.0
42,98555,5.0
42,101652,5.0
42,107444,5.0
42,112477,5.0
42,113275,5.0
42,115726,5.0
43,49795,5.0
43,49795,5.0
43,73997,5.0
43,73997,5.0
43,77568,5.0
43,77568,5.0
43,79800,5.0
43,79800,5.0
43,82538,5.0
43,82538,5.0
43,83759,5.0
43,83759,5.0
43,91079,5.0
43,91079,5.0
43,95310,5.0
43,95310,5.0
43,96292,5.0
43,96292,5.0
43,102182,5.0
43,102182,5.0
43,102858,5.0
43,102858,5.0
43,104123,5.0
43,104123,5.0
43,105544,5.0
43,105544,5.0
43,106077,5.0
43,106077,5.0
43,106159,5.0
43,106159,5.0
43,106760,5.0
43,106760,5.0
43,109272,5.0
43,109272,5.0
43,112201,5.0
43,112201,5.0
43,138139,5.0
43,138139,5.0
43,139544,5.0
43,139544,5.0
43,139972,5.0
43,139972,5.0
44,3823,5.0
44,4301,5.0
44,15993,4.0
44,23506,5.0
44,48563,2.0
44,52792,5.0
44,61034,3.0
44,64476,5.0
44,73656,5.0
44,83698,5.0
44,84665,5.0
44,85894,4.0
44,87130,5.0
44,89433,3.0
44,92734,5.0
44,94595,5.0
44,98494,5.0
44,98871,2.0
44,99129,5.0
44,103604,4.0
44,108757,5.0
44,110640,3.0
44,129771,5.0
45,27830,5.0
45,30504,5.0
45,33721,5.0
45,34550,5.0
45,35586,5.0
45,41189,5.0
45,42531,5.0
45,55281,5.0
45,57121,5.0
45,62033,5.0
45,67578,5.0
45,79956,5.0
45,81664,3.0
45,87243,1.0
45,88331,5.0
45,89325,5.0
45,91535,5.0
45,92435,5.0
45,102069,5.0
45,110411,5.0
45,110982,5.0
45,121823,5.0
45,126571,5.0
45,126900,5.0
45,130066,5.0
45,132818,1.0
45,135266,5.0
45,137454,5.0
46,12693,5.0
46,17576,5.0
46,54106,5.0
46,61349,5.0
46,65458,3.0
46,77945,4.0
46,82227,5.0
46,86659,1.0
46,88393,5.0
46,109843,2.0
46,118702,5.0
46,139951,5.0
47,6891,4.0
47,25268,3.0
47,27525,2.0
47,32813,5.0
47,34234,2.0
47,35112,5.0
47,35228,5.0
47,38325,5.0
47,38793,4.0
47,44250,5.0
47,45389,3.0
47,46337,5.0
47,46615,5.0
47,47140,5.0
47,47354,5.0
47,50405,1.0
47,68879,5.0
47,89128,2.0
47,121845,5.0
47,127623,5.0
47,134179,1.0
47,136810,5.0
48,2948,5.0
48,28517,5.0
48,31280,5.0
48,43102,5.0
48,46151,5.0
48,46853,5.0
48,54394,5.0
48,64683,5.0
48,69126,5.0
48,112922,5.0
49,3159,5.0
49,7909,4.0
49,9906,4.0
49,18838,4.0
49,21595,4.0
49,24937,4.0
49,26568,4.0
49,29680,5.0
49,30257,4.0
49,34656,5.0
49,35127,4.0
49,35859,5.0
49,38724,5.0
49,45961,1.0
49,85595,4.0
49,90522,5.0
49,130948,5.0
49,134800,4.0
49,138093,5.0
49,140208,5.0
50,18199,5.0
50,25252,4.0
50,36916,5.0
50,38171,1.0
50,44541,5.0
50,44624,5.0
50,53430,5.0
50,56777,5.0
50,62085,5.0
50,83397,5.0
50,105963,1.0
50,110102,3.0
50,121986,1.0
50,136493,5.0
50,136852,5.0
50,138801,5.0
51,1386,5.0
51,3624,5.0
51,3627,5.0
51,10260,3.0
51,15866,5.0
51,19274,5.0
51,23172,5.0
51,27850,5.0
51,34820,5.0
51,36234,5.0
51,36525,4.0
51,42208,4.0
51,46467,5.0
51,51717,3.0
51,60632,5.0
51,86079,5.0
51,92150,5.0
51,92680,5.0
51,93798,5.0
51,93798,5.0
51,93798,5.0
51,95036,1.0
51,101732,4.0
51,132267,5.0
51,137518,4.0
52,3914,4.0
52,7570,5.0
52,11901,1.0
52,36936,5.0
52,44098,1.0
52,70500,5.0
52,97611,1.0
52,115529,1.0
52,118334,1.0
52,125596,2.0
53,1038,5.0
53,1048,4.0
53,2150,5.0
53,7349,1.0
53,9917,3.0
53,10083,5.0
53,10138,5.0
53,13052,3.0
53,13215,5.0
53,16636,4.0
53,16647,4.0
53,17390,4.0
53,17914,3.0
53,18363,5.0
53,18750,4.0
53,20134,4.0
53,21143,4.0
53,21306,1.0
53,22931,3.0
53,23078,2.0
53,24347,2.0
53,27688,2.0
53,27913,3.0
53,28036,4.0
53,28077,4.0
53,28998,4.0
53,29456,2.0
53,30592,4.0
53,31517,1.0
53,33466,5.0
53,33655,5.0
53,33684,4.0
53,33687,4.0
53,34193,1.0
53,34449,1.0
53,35344,2.0
53,37219,4.0
53,38781,4.0
53,39005,4.0
53,39292,4.0
53,39325,4.0
53,39430,4.0
53,40488,4.0
53,41086,4.0
53,41347,1.0
53,42257,4.0
53,42281,4.0
53,42876,1.0
53,43884,5.0
53,45596,5.0
53,46559,4.0
53,46753,5.0
53,46830,4.0
53,47205,5.0
53,47270,3.0
53,48375,2.0
53,50892,4.0
53,53124,5.0
53,56850,4.0
53,60114,1.0
53,60462,4.0
53,62011,4.0
53,62046,5.0
53,62056,4.0
53,62102,3.0
53,62301,5.0
53,63982,1.0
53,66105,5.0
53,68741,3.0
53,69887,1.0
53,75009,4.0
53,75908,5.0
53,76049,5.0
53,77018,3.0
53,77037,2.0
53,77342,4.0
53,78149,5.0
53,79203,3.0
53,79311,4.0
53,79384,2.0
53,79400,1.0
53,79991,4.0
53,84020,4.0
53,84356,1.0
53,84412,4.0
53,85483,4.0
53,86304,3.0
53,86947,5.0
53,87671,2.0
53,87845,1.0
53,88544,5.0
53,89365,3.0
53,90727,1.0
53,91296,4.0
53,91999,5.0
53,92435,4.0
53,92444,4.0
53,93254,3.0
53,93515,1.0
53,94965,2.0
53,95571,2.0
53,96081,3.0
53,96526,5.0
53,96975,3.0
53,97090,3.0
53,97386,3.0
53,98264,4.0
53,99184,3.0
53,99380,5.0
53,99445,1.0
53,99989,3.0
53,100937,1.0
53,100959,1.0
53,101102,2.0
53,101719,5.0
53,102043,4.0
53,102617,4.0
53,103276,1.0
53,103562,4.0
53,103562,5.0
53,103597,1.0
53,103679,2.0
53,104052,1.0
53,104076,5.0
53,105963,1.0
53,108036,5.0
53,108072,2.0
53,110591,1.0
53,110982,4.0
53,115313,4.0
53,115939,4.0
53,118264,5.0
53,118286,4.0
53,120641,4.0
53,120862,2.0
53,121410,1.0
53,122108,2.0
53,122320,2.0
53,122567,4.0
53,123119,2.0
53,123867,1.0
53,125364,3.0
53,125488,1.0
53,126440,1.0
53,126520,4.0
53,126542,3.0
53,127556,2.0
53,130473,4.0
53,133182,2.0
53,134150,4.0
53,136301,5.0
53,138573,3.0
53,139754,4.0
53,139898,1.0
53,139964,3.0
53,140612,1.0
54,14396,5.0
54,16421,5.0
54,19739,5.0
54,27434,5.0
54,29061,5.0
54,30251,5.0
54,32296,5.0
54,32921,5.0
54,33179,5.0
54,36621,5.0
54,37787,5.0
54,38171,5.0
54,40191,5.0
54,42842,5.0
54,44762,5.0
54,45339,5.0
54,45968,5.0
54,59786,5.0
54,63228,5.0
54,74467,5.0
54,74683,5.0
54,80357,5.0
54,90728,5.0
54,90979,5.0
54,91574,5.0
54,91888,5.0
54,103870,5.0
54,120755,5.0
54,130763,5.0
54,131674,5.0
54,136026,5.0
55,5657,2.0
55,26362,5.0
55,45960,5.0
55,49167,5.0
55,57694,4.0
55,66239,5.0
55,67632,4.0
55,68044,4.0
55,71582,4.0
55,74738,4.0
55,76568,3.0
55,78704,4.0
55,79478,4.0
55,80169,4.0
55,91708,5.0
55,95769,4.0
55,96691,5.0
55,105097,1.0
55,113548,4.0
55,122108,5.0
55,133312,5.0
56,13012,5.0
56,21477,5.0
56,24625,4.0
56,26373,5.0
56,27871,5.0
56,37793,4.0
56,62266,5.0
56,64528,4.0
56,70013,5.0
56,70200,5.0
56,72991,3.0
56,77018,4.0
56,90637,5.0
56,91567,4.0
56,107743,5.0
56,126632,5.0
56,134113,5.0
57,12057,1.0
57,18780,3.0
57,20377,2.0
57,22721,3.0
57,25683,4.0
57,28369,4.0
57,38353,2.0
57,40407,4.0
57,45802,2.0
57,46243,5.0
57,46281,3.0
57,54040,3.0
57,54354,5.0
57,55904,5.0
57,57743,4.0
57,57808,5.0
57,58894,4.0
57,60142,4.0
57,61545,3.0
57,63756,4.0
57,66606,3.0
57,67459,4.0
57,67800,3.0
57,68687,2.0
57,71633,4.0
57,72222,3.0
57,80910,4.0
57,81555,4.0
57,83736,5.0
57,86006,5.0
57,86262,2.0
57,87185,4.0
57,89331,4.0
57,91138,5.0
57,91140,4.0
57,91348,5.0
57,91385,1.0
57,92099,4.0
57,94959,2.0
57,98229,4.0
57,109529,5.0
57,111525,3.0
57,126579,5.0
57,135590,4.0
58,16829,5.0
58,17931,5.0
58,45529,1.0
58,52293,5.0
58,60435,5.0
58,66801,5.0
58,69605,4.0
58,83828,5.0
58,91663,5.0
58,96921,5.0
58,98849,5.0
58,99002,5.0
58,103906,1.0
